Company,Year,Overlap-coefficient,Cos-similarity
BP,2016,16.304839439167797,0.5094066007477085
BP,2017,14.654002713704205,0.5845463511715346
BP,2018,17.096336499321573,0.6016451890653479
BP,2019,19.810040705563093,0.5402452529703594
Exxon,2016,18.1592039800995,0.5681582439901701
Exxon,2017,11.555857078245138,0.5508416749671786
Exxon,2018,12.799638172772502,0.5790363222821222
Exxon,2019,12.392582541836275,0.6097698348352522
Chev,2016,11.08095884215287,0.6663263192410502
Chev,2017,11.646313885119856,0.6397021079068187
Chev,2018,11.058344640434193,0.5768369050540066
Chev,2019,13.116236996834013,0.6285060662067425
Shell,2016,20.21709633649932,0.5830194806912742
Shell,2017,19.78742650384441,0.6093880381353024
Shell,2018,21.189507010402533,0.579011164687836
Shell,2019,19.402985074626866,0.589990135358549
Equi,2016,15.784712799638173,0.5847452024419607
Equi,2017,15.332428765264586,0.5814591871386581
Equi,2018,13.455450022614201,0.6069043050314719
Equi,2019,16.169154228855724,0.6384891201254895
Pb,2016,20.714608774310268,0.7829140918587613
Pb,2017,18.294889190411578,0.5873449829893284
Pb,2018,18.54364540931705,0.7206622193638436
Pb,2019,0.045228403437358664,0.857492925712554
Kuwa,2017,13.048394391677972,0.7801160646168808
Kuwa,2019,11.781999095431932,0.8368966195715768
Qata,2016,10.764360018091361,0.7369467642383172
Qata,2017,13.658977838082315,0.6965383740509964
Qata,2018,16.23699683401176,0.7395031138969576
Qata,2019,18.56625961103573,0.5874581148250064
Pch,2016,17.20940750791497,0.6806258102536203
Pch,2017,16.91542288557214,0.6561094776650094
Pch,2018,14.767073722297603,0.6675417379049569
Pch,2019,16.12392582541836,0.6752260052836301
Indi,2016,14.56354590682949,0.6431515694506836
Indi,2017,15.287200361827228,0.548950451295647
Indi,2018,15.671641791044777,0.64049415924411
Indi,2019,11.623699683401176,0.614832234815769
Pn,2016,14.427860696517413,0.5692278870362667
Pn,2017,14.224332881049298,0.48560863336723403
Pn,2018,18.9280868385346,0.5793606352427766
Pn,2019,27.182270465852554,0.6340084003463383
