,keyword,Frequency.1,Frequency
0,ability,5.0,1.0
1,acceptance,1.0,1.0
2,access,10.0,8.0
3,accordance,3.0,36.0
4,account,4.0,14.0
5,accuracy,1.0,2.0
6,act,1.0,2.0
7,action,36.0,15.0
8,actions,23.0,26.0
9,activities,53.0,14.0
10,activity,13.0,3.0
11,adaptation,1.0,143.0
12,address,1.0,3.0
13,advice,3.0,5.0
14,agencies,6.0,4.0
15,agreement,5.0,179.0
16,ambition,3.0,1.0
17,amount,4.0,1.0
18,analysis,5.0,1.0
19,application,2.0,4.0
20,approach,18.0,7.0
21,approaches,1.0,8.0
22,appropriate,2.0,6.0
23,approval,4.0,1.0
24,april,3.0,3.0
25,areas,45.0,3.0
26,aspects,7.0,1.0
27,assessment,3.0,2.0
28,assistance,1.0,6.0
29,assumptions,1.0,10.0
30,availability,5.0,7.0
31,awareness,4.0,2.0
32,balance,2.0,5.0
33,barriers,3.0,2.0
34,baseline,2.0,1.0
35,basis,6.0,12.0
36,building,3.0,1.0
37,capabilities,1.0,1.0
38,capability,6.0,2.0
39,capacity,7.0,9.0
40,carry,4.0,1.0
41,case,9.0,3.0
42,centre,2.0,2.0
43,challenges,2.0,2.0
44,change,46.0,18.0
45,changes,16.0,4.0
46,channels,3.0,2.0
47,chapter,1.0,1.0
48,choice,3.0,1.0
49,circumstances,3.0,13.0
50,climate,51.0,31.0
51,collaboration,6.0,8.0
52,committee,10.0,38.0
53,communication,2.0,36.0
54,communications,1.0,32.0
55,communities,47.0,1.0
56,completeness,1.0,1.0
57,compliance,12.0,1.0
58,component,1.0,7.0
59,components,1.0,4.0
60,concern,4.0,1.0
61,concerns,22.0,1.0
62,confirm,1.0,1.0
63,conjunction,1.0,11.0
64,consequences,2.0,1.0
65,consideration,3.0,24.0
66,considerations,3.0,2.0
67,considers,2.0,3.0
68,constitutes,3.0,4.0
69,construction,10.0,1.0
70,consultation,2.0,1.0
71,contact,1.0,1.0
72,context,1.0,2.0
73,contribute,3.0,1.0
74,contribution,10.0,32.0
75,contributions,3.0,50.0
76,countries,20.0,28.0
77,country,7.0,41.0
78,coverage,3.0,3.0
79,criteria,2.0,1.0
80,data,42.0,5.0
81,date,1.0,3.0
82,days,3.0,2.0
83,december,2.0,16.0
84,decent,1.0,1.0
85,decision,1.0,103.0
86,decisions,5.0,11.0
87,definitions,1.0,2.0
88,development,32.0,15.0
89,disaster,1.0,1.0
90,document,4.0,5.0
91,documents,3.0,8.0
92,economic,2.0,1.0
93,economy,3.0,1.0
94,education,10.0,1.0
95,effects,1.0,5.0
96,efficiency,23.0,1.0
97,effort,2.0,2.0
98,efforts,14.0,17.0
99,emission,2.0,3.0
100,emissions,111.0,26.0
101,encourages,1.0,5.0
102,end,6.0,1.0
103,energy,131.0,2.0
104,enhance,1.0,6.0
105,enhanced,1.0,1.0
106,entities,5.0,11.0
107,environment,34.0,3.0
108,environments,3.0,3.0
109,equity,1.0,2.0
110,estimate,3.0,1.0
111,evaluation,1.0,1.0
112,event,6.0,2.0
113,events,19.0,2.0
114,example,47.0,2.0
115,examples,2.0,2.0
116,exchange,2.0,3.0
117,executive,16.0,2.0
118,experience,2.0,4.0
119,experiences,1.0,1.0
120,expert,1.0,12.0
121,experts,1.0,6.0
122,explanation,2.0,2.0
123,facilitate,1.0,7.0
124,facility,6.0,3.0
125,factors,11.0,1.0
126,fields,5.0,1.0
127,finance,1.0,19.0
128,financial,1.0,8.0
129,flexibility,2.0,2.0
130,forestry,1.0,1.0
131,forests,2.0,2.0
132,framework,10.0,6.0
133,frameworks,2.0,6.0
134,functions,4.0,9.0
135,fund,1.0,10.0
136,gaps,2.0,2.0
137,gas,153.0,10.0
138,global,8.0,4.0
139,goal,4.0,3.0
140,goals,9.0,4.0
141,greenhouse,16.0,10.0
142,group,40.0,16.0
143,groups,4.0,4.0
144,growth,18.0,1.0
145,guidance,12.0,38.0
146,guidelines,2.0,7.0
147,has,1.0,2.0
148,help,15.0,1.0
149,impact,17.0,7.0
150,impacts,69.0,14.0
151,implementation,6.0,54.0
152,implications,2.0,7.0
153,importance,7.0,5.0
154,incentives,2.0,1.0
155,include,1.0,4.0
156,inclusion,2.0,1.0
157,increase,21.0,3.0
158,indicators,2.0,3.0
159,industry,35.0,1.0
160,inform,1.0,2.0
161,information,37.0,82.0
162,initiatives,3.0,1.0
163,input,1.0,2.0
164,institutions,3.0,6.0
165,instruments,1.0,7.0
166,integrity,2.0,2.0
167,interaction,3.0,1.0
168,interventions,1.0,2.0
169,inventories,1.0,1.0
170,investments,8.0,1.0
171,issue,8.0,1.0
172,issues,58.0,1.0
173,jobs,4.0,1.0
174,knowledge,2.0,5.0
175,language,2.0,2.0
176,lessons,5.0,6.0
177,level,16.0,2.0
178,levels,9.0,7.0
179,limit,4.0,1.0
180,limitations,2.0,1.0
181,line,9.0,11.0
182,links,1.0,1.0
183,maintenance,14.0,1.0
184,manage,16.0,2.0
185,management,45.0,2.0
186,manner,2.0,2.0
187,march,1.0,1.0
188,matter,1.0,5.0
189,matters,1.0,28.0
190,measures,13.0,24.0
191,mechanism,1.0,8.0
192,meeting,4.0,51.0
193,meetings,1.0,3.0
194,member,10.0,4.0
195,members,8.0,11.0
196,methodology,1.0,1.0
197,methods,1.0,2.0
198,metrics,2.0,6.0
199,mining,1.0,1.0
200,mitigation,6.0,20.0
201,model,5.0,1.0
202,modelling,1.0,1.0
203,models,6.0,1.0
204,monitoring,6.0,1.0
205,nature,7.0,2.0
206,need,3.0,2.0
207,needs,5.0,15.0
208,network,4.0,2.0
209,number,26.0,3.0
210,obligations,2.0,1.0
211,observers,1.0,1.0
212,office,1.0,2.0
213,operation,5.0,15.0
214,opportunities,11.0,1.0
215,options,2.0,3.0
216,order,3.0,6.0
217,organization,10.0,1.0
218,organizations,11.0,14.0
219,outcomes,1.0,1.0
220,outputs,2.0,1.0
221,page,25.0,2.0
222,panel,4.0,7.0
223,paper,2.0,1.0
224,paris,2.0,180.0
225,part,29.0,9.0
226,participation,3.0,2.0
227,parties,4.0,231.0
228,partner,2.0,2.0
229,parts,3.0,2.0
230,party,3.0,34.0
231,peoples,5.0,2.0
232,percentage,7.0,1.0
233,period,6.0,3.0
234,periods,2.0,2.0
235,plan,7.0,4.0
236,planning,5.0,4.0
237,plans,10.0,16.0
238,platform,4.0,3.0
239,point,4.0,12.0
240,policies,8.0,5.0
241,policy,22.0,4.0
242,position,1.0,1.0
243,poverty,2.0,2.0
244,practices,9.0,9.0
245,preparation,3.0,5.0
246,president,2.0,1.0
247,priorities,6.0,7.0
248,priority,6.0,1.0
249,procedures,10.0,18.0
250,process,32.0,3.0
251,processes,7.0,3.0
252,products,24.0,2.0
253,programme,22.0,15.0
254,programmes,5.0,3.0
255,progress,12.0,7.0
256,project,28.0,1.0
257,projections,3.0,2.0
258,projects,34.0,2.0
259,promote,1.0,2.0
260,provide,2.0,8.0
261,providers,3.0,2.0
262,provides,1.0,6.0
263,provision,3.0,6.0
264,purposes,2.0,1.0
265,quality,21.0,1.0
266,receipt,1.0,1.0
267,recognition,1.0,3.0
268,recommendations,2.0,8.0
269,record,3.0,4.0
270,reduction,13.0,4.0
271,reference,2.0,13.0
272,regions,4.0,1.0
273,relation,3.0,12.0
274,relevant,2.0,1.0
275,report,92.0,14.0
276,reports,5.0,10.0
277,representation,6.0,1.0
278,request,1.0,1.0
279,requests,3.0,29.0
280,resilience,4.0,2.0
281,resources,12.0,26.0
282,respect,5.0,1.0
283,respond,2.0,1.0
284,response,21.0,23.0
285,responsibilities,2.0,1.0
286,result,6.0,1.0
287,results,4.0,1.0
288,review,6.0,4.0
289,risk,48.0,1.0
290,risks,29.0,1.0
291,roles,2.0,2.0
292,scope,1.0,4.0
293,section,1.0,5.0
294,sections,1.0,1.0
295,sector,7.0,1.0
296,sector,7.0,2.0
297,sectors,1.0,4.0
298,security,39.0,2.0
299,services,18.0,1.0
300,sessions,3.0,9.0
